ID_NR_Corporate_Body,Name_Corporate_Body,Name_Corporate_Bod_Alias,Attribute_Byline_Description,Ort,Geodaten,Ablageort_STS,Kanton,Land,Webadresse,Adresse,Verband,Status,Eckdaten_nicht_STS,fruehere_Namen,spaetere_Namen,Dokumente_VP_V,Dokumente_VP_G,Dokumente_PA_V,Dokumente_PA_G
AC_42260,Theatergesellschaft Weggis,,,Weggis,,Weggis,LU,CH,x,,x,na,1849-?,Heimatschutztheater Weggis,Theatergruppe Weggis,,,,
AC_42261,Theatergruppe Weggis,,,Weggis,,Weggis,LU,CH,x,,x,na,?,,Theater Weggis,,,,
AC_42262,bühni wyfelde,,,Weinfelden,,Weinfelden,TG,CH,www.buehniwyfelde.ch,,VOV,a,1991-,,,,,,
AC_42263,<Theatergruppe Männerchor Frohsinn Weinfelden>,,,Weinfelden,,Weinfelden: Männerchor Frohsinn Weinfelden <nicht ZSV>,TG,CH,x,,x,a,?,,,,,2 R <Sammelcouvert>,"(2004), 2005"
AC_42264,Theatergruppe Niesen des Bernerverein Weinfelden,,,Weinfelden,,Weinfelden,TG,CH,x,,VOV,a,?,,,,,,
AC_42265,Theagovia Theater,Kulturverein Theagovia,,Weinfelden,,"Bürglen <bis 2007, Weinfelden, ab 2008< <nicht ZSV>",TG,CH,www.theagovia.ch,,VOV,a,1981-,Thurgauer Theater-Ensemble,,,,1 C (Bürglen),1982-2008 (Bürglen)
AC_42266,<Theatergruppe Männerchöre Weiningen-Homburg>,,,Weiningen,,Weiningen: Männerchöre Weiningen-Homburg <nicht ZSV>,ZH,CH,x,,x,a,?,,,,,2 R <Sammelcouvert>,"(2003), 2005"
AC_42267,Theatergesellschaft Weite-Wartau,,,Weite-Wartau ,,Weite-Wartau ,SG,CH,x,,x,a,?,,,,,,
AC_42268,Theatergruppe Jodlerklub Rosinlithal,,,Welschenrohr,,Welschenrohr: Jodlerklub Rosinlithal<nicht ZSV>,SO,CH,x,,x,a,?,,,,,3 R <Sammelcouvert>,"(2008), 2013"
AC_42269,<Theatergruppe Trachtengruppe Schünebärg & Umgäbig>,,,Wengi b. Büren,,Wengi b. Büren: Trachtengruppe Schünebärg & Umgäbig,BE,CH,x,,x,,?,,,,,,
AC_42270,Theaterverein Wenslingen,,,Wenslingen,,Wenslingen,BL,CH,x,,RVNWS,a,?,,,,,,
AC_42271,Dorfbühne Wermatswil,,,Wermatswil,,Wermatswil,ZH,CH,x,,x,a,?,,,,,,
AC_42272,Kinder- und Jugendtheater Merlin,Kindertheater Merlin,,Wermatswil,,Wermatswil,ZH,CH,x,,x,a,?,,,,,2 R <Sammelcouvert>,"(2004), 2008"
AC_42273,<Theatergruppe Stiftung Stampf>,,Stiftung,Wernetshausen,,Wernetshausen: Stampf <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,,
AC_42274,<Theatergruppe Bezirksschule Wettingen>,,,Wettingen,,Wettingen: Bezirksschule Wettingen <nicht ZSV>,AG,CH,https://bezirksschule.schule-wettingen.ch,,x,a,?,,,,,3 R <Sammelcouvert>,"(1972), 1973"
AC_42275,I Spiccioli,,,Wettingen?,,Wettingen <nicht ZSV>,AG,CH,x,,x,na,?,,,,,1 R <Sammelcouvert>,(1989)-(1989)
AC_42276,<Theatergruppe Kantonsschule Wettingen>,<Theatergruppe Kanti Wettingen>,,Wettingen,,Wettingen; Kantonsschule Wettingen <nicht ZSV>,AG,CH,www.kanti-wettingen.ch,,x,a,?,,,,,1 C,(1982)-
AC_42277,Theatergesellschaft Wettingen,,,Wettingen,,Wettingen,AG,CH,www.theatergesellschaft-wettingen.ch,,VAV,a,1957-,,,,,,
AC_42278,fraz,,Theatergruppe,Wettingen,,Wettingen <nicht ZSV>,AG,CH,x,,x,na,?,,,,,3 R <Sammelcouvert>,(1994)-(1994)
AC_42279,<Theatergruppe Kantonsschule Zürcher Oberland>,<Theatergruppe KZO>; Theatergruppe der Kantonsschule Zürcher Oberland,,Wetzikon,,Wetzikon: Kantonsschule Zürcher Oberland <nicht ZSV>,ZH,CH,www.kzo.ch,,x,a,?,,,,,1 C,"(1971)-1973, 1976, 1979, 1982"
AC_42280,Lehrlingstheater Wetzikon,,,Wetzikon,,Wetzikon <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,1 C,"(1988), 1989, 1991"
AC_42281,<Theatergruppe Rudolf-Steiner-Schule Wetzikon>,,,Wetzikon,,Wetzikon: Rudolf-Steiner-Schule Wetzikon <nicht ZSV>,,CH,www.rsszo.ch,,x,a,?,,,,,1 C,"(1974), 1982, 1989-"
AC_42282,Theater Cirka,Theater circa,,Wetzikon,,Wetzikon,ZH,CH,x,,x,a,(noch existent?),,,,,,
AC_42283,Theater dramaTick,,,Wetzikon,,Wetzikon,ZH,CH,x,,x,a,?,,,,,,
AC_42284,Theater Laiweise,,,Wetzikon,,Wetzikon,ZH,CH,x,,x,a,(noch existent?),,,,,,
AC_42285,Theater Robehuuse,,,Wetzikon,,Wetzikon,ZH,CH,www.theater-robehuuse.ch,,x,a,2010-,,,,,,
AC_42286,Aarebühni Bärn-Wichtrach,,,Wichtrach,,Wichtrach,BE,CH,x,,x,a,?,Theatergruppe Bärnerlüt,,,,,
AC_42287,Theatergruppe Bärnerlüt,,,Wichtrach,,Wichtrach,BE,CH,x,,x,na,?,,Aarebühni Bärn-Wichtrach,,,,
AC_42288,Jugendtheater Widen,,,Widen,,Widen,AG,CH,www.jugendtheaterwiden.ch,,VAV,a,2009-,,,,,,
AC_42289,Musicalverein Mutschellen,Musical Verein Mutschellen,,Widen,,Berikon <nicht ZSV>,AG,CH,https://musicalverein.ch,,VAV,a,1994-,,,,,10 R <Sammelcouvert>,1993-
AC_42290,Theatergruppe Widen,,,Widen,,Widen,AG,CH,www.theater-widen.ch,,VAV,a,1982-,,,,,,
AC_42291,Dorftheater Widnau,,,Widnau,,Widnau,SG,CH,www.dorftheater.ch,,VOV,a,2002-,,,,,,
AC_42292,Theatergruppe Widnau,,,Widnau,,Widnau,SG,CH,x,,x,na,?,,,,,,1975
AC_42293,Hans Roth-Theater Verein,,inkl. Wiedlisbacher Festspiel,Wiedlisbach,,Wiedlisbach,SO,CH,x,,x,a,?,,,,,,
AC_42294,Theatergruppe Wiesen,,,Wiesen,,Wiesen,GR,CH,x,,x,a,?,,,,,,
AC_42295,theatrum mutabile üpsilon,,,Wiesenberg,,Wiesenberg,NW,CH,www.theatrum.ch/blogg.php,,RZV,a,2000-,,,,,,
AC_42296,Theaterverein Wiesendangen,Laientheater Wiesendangen,,Wiesendangen,,Wiesendangen: Laientheater Wiesendangen,ZH,CH,www.theater-wisi.ch,,x,a,1991-,,,,,,
AC_42297,bühne70 wil,Bühne 70,,Wil SG,,Wil SG,SG,CH,www.buehne70.ch,,VOV,a,1970-,,,,,,
AC_42298,Ensemble Sterenfoifi,,,Wil SG,,Wil SG,SG,CH,x,,RVA,a,?,,,,,,
AC_42299,Bühne Thurtal,Freilichtbühne Thurtal,,Wil SG,,Wil SG: Freilichtbühne Thurtal,SG,CH,www.buehnethurtal.ch,,x,a,2011-,,,,,,
AC_42300,Freilichttheater Will,,,Wil SG,,Wil SG,SG,CH,,,x,na,(noch existent?),,,,,,
AC_42301,Jugendtheater Wil,Atelier Jugendtheater Wil,,Wil SG,,Wil SG <nicht ZSV>,SG,CH,x,,,a,?,,,,,x,x
AC_42302,KliWi Theater,Theaterensemble der Klinik Wil,,Wil SG,,Wil SG,SG,CH,www.psychiatrie-nord.sg.ch,,x,a,?,,,,,,
AC_42303,momoll Jugendtheater Wil,,,Wil SG,,Wattwil SG <nicht ZSV>,SG,CH,www.momoll-theater.ch,,x,a,2006-,,,,,3 C,(1986)-
AC_42304,Musiktheaterwil,Musiktheater Wil,,Wil SG,,Wil SG,SG,CH,www.musiktheaterwil.ch,,x,a,2011-,Theatergesellschaft Wil,,,,,
AC_42305,<Theatergruppe Oberstufe Sonnenhof>,,,Wil SG,,Wil SG: Oberstufe Sonnenhof <nicht ZSV>,SG,CH,https://www.sohowil.ch,,x,a,?,,,,,1 C,"(1999), 2006"
AC_42306,Theatergesellschaft Wil,,,Wil SG,,Wil SG,SG,CH,x,,x,na,1866-2011,,Musiktheaterwil,,,,
AC_42307,Theatervögel Zirp,Ziemlich Improvisiertes Radika(h)les Provinztheater,,Wila,,Wila,ZH,CH,x,,x,a,(noch existent?),,,,,,
AC_42308,Freilichtspiel Wilchinger Handel,,,Wilchingen,,Wilchingen,SH,CH,x,,x,na,2005,,,,,,2005
AC_42309,Theaterchischte Wil,,,Wilchingen,,Wilchingen,SH,CH,x,,VOV,na,?,,Wilchinger Theater,,,,
AC_42310,Wilchinger Theater,,,Wilchingen,,Wilchingen,SH,CH,www.wilchinger-theater.ch,,VOV,a,1996-,Theaterchischte Wil,,,,,
AC_42311,Theatergruppe Silberfüchse Toggenburg,,,Wildhaus,,Wildhaus,SG,CH,www.silberfuchstheater.ch,,VOV,a,1994-,,,,,,
AC_42312,Theatergesellschaft Wiler-Lötschen,,,Wiler-Lötschen,,Wiler-Lötschen,VS,CH,x,,x,na,?,,,,,,1951
AC_42313,Freilichtspiel Wileroltigen,,,Wileroltigen,,Wileroltigen,BE,CH,x,,x,na,2006,,,,,,2006
AC_42314,<Theatergruppe Gemischter Chor Wileroltigen>,,,Wileroltigen,,Wileroltigen: Gemischter Chor Wileroltigen <nicht ZSV>,BE,CH,www.gemchor.wileroltigen.ch,,Amathea,a,?,,,,,x,x
AC_42315,Theatergruppe Willerzell,,,Willerzell (Einsiedeln),,Willerzell,SZ,CH,www.tg-willerzell.ch,,RZV,a,1983-,,,,,,
AC_42316,Jugendtheater Willisau,,,Willisau,,Willisau,LU,CH,www.jugendtheater.willisau.ch,,RZV,a,?,,,,,,
AC_42317,<Theaterbruppe Kantonsschule Willisau>,Kanti Willisau,,Willisau,,Willisau: Kantonsschule Willisau <nicht ZSV>,LU,CH,www.kswillisau.ch,,x,a,?,,,,,2 R <Sammelcouvert>,"(2005), 2006"
AC_42318,Theatergesellschaft Willisau,,,Willisau,,Willisau,LU,CH,www.theater.willisau.ch,,RZV,a,1804-,Theater- und Musikliebhaber-Gesellschaft,,,,,
AC_42319,<Theatergruppe Jodlerklub Wimmis>,,,Wimmis,,Wimmis: Jodlerklub Wimmis,BE,CH,www.jodlerklub-wimmis.ch,,Amathea,a,?,,,,,,
AC_42320,Jugendtheatergruppe Spettacolo-Windisch,,,Windisch,,Windisch: Jugendtheatergruppe Spettacolo-Windisch <nicht ZSV>,AG,CH,x,,VAV,a,?,,,,,1 C,"(1989), 1990, 1995, 1997, 2005"
AC_42321,"Seniorentheatergruppe ""Herbschtrose""",,,Windisch,,Windisch,AG,CH,x,,x,a,?,,,,,,
AC_42322,Theaterverein Ludi Vindonissae,,,Windisch,,Windisch: Theaterverein Ludi Vindonissae,AG,CH,x,,x,a,(noch existent?),,,,,,
AC_42323,Theater Wintersingen,Theatergruppe Wintersingen,,Wintersingen,,Wintersingen: Theatergruppe <nicht ZSV>,BL,CH,http://theater-wintersingen.blogspot.ch,,x,a,?,,,,,2 R <Sammelcouvert>,"(2006), 2011"
AC_42324,BauhüTZe,,,Winterthur,,Winterthur: Junges Theater Winterthur,ZH,CH,x,,x,na,?,,,,,,
AC_42325,<Theatergruppe Blaukreuzmusik Winterthur>,,,Winterthur,,Winterthur: Blaukreuzmusik Winterthur,ZH,CH,www.bkmw.ch,,x,a,?,,,,,,
AC_42326,Capella Vocale,,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,1 C,"(1984), (1989)"
AC_42327,Compagnie fatale,,Theatergruppe Wirtschaftsschule KV-Schule,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,1 C,"(1995), 1997, (2000)"
AC_42328,Die Redaktion,,Improtheatergruppe,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,www.redaktion-winterthur.ch,,RVA,a,?,,,,,1 R <Sammelcouvert>,(2015)-(2015)
AC_42329,Dipiperon ,,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,1 R <Sammelcouvert>,(1999)-(1999)
AC_42330,dramaTisch,,,Winterthur,,Winterthur,ZH,CH,x,,x,a,?,,,,,,
AC_42331,Dramatischer Verein Töss,,,Winterthur-Töss,,Winterthur-Töss,ZH,CH,www.dramatischer-verein-toess.ch,,RVA,a,1898-,,,,,,
AC_42332,Dramatischer Verein Winterthur,,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,1 C,"(1946), (1947)"
AC_42333,Freilichtspiel Winterthur,Verein Freilichtspiel Winterthur,,Winterthur,,Winterthur,ZH,CH,www.freilichtspiel.ch,,x,a,1999-,,,,,,
AC_42334,Freie Szene Winterthur,,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,www.freie-szene-winterthur.ch,,x,a,?,,,,,1 C,(2014)-
AC_42335,Junge Bühne DVT,,,Winterthur-Töss,,Winterthur-Töss,ZH,CH,,,RVA,na,1985,,,,,,
AC_42336,Junges Theater Winterthur,JTW,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,www.jungestheaterwinterthur.ch,,RVA,a,1999-,,,,,1 C,(1998)-
AC_42337,<Theatergruppe Kantonsschule Rychenberg> ,,,Winterthur,,Winterthur: Kantonsschule Rychenberg  <nicht ZSV>,ZH,CH,x,,x,a,?,,,,,1 C,"(1994), 1997, 2002, 2005"
AC_42338,<Theatergruppe Kantonsschule Winterthur>,Thalia-Theater,,Winterthur,,Winterthur: Kantonsschule Winterthur <nicht ZSV>,ZH,CH,x,,x,a,?,,,,,1 C,"(1946), 1967, 1970, 2000"
AC_42339,Kindertanztheater Claudia Corti,,,Neftenbach (Winterthur),,Winterthur: Tanzschule C. Corti (nicht ZSV,ZH,CH,www.kindertanztheater.com,,x,a,1972-,,,,,1 C,1972-
AC_42340,Märlibühne DVT,,,Winterthur-Töss,,Winterthur-Töss,ZH,CH,x,,RVA,a,?,,,,,,
AC_42341,<Theatergruppe Musikgesellschaft Edelweiss>,,,Winterthur-Wülflingen,,Winterthur-Wülflingen: Musikgesellschaft Edelweiss,ZH,CH,x,,x,a,(noch existent?),,,,,,
AC_42342,Laienbühne Römerhof,,,Winterthur,,Winterthur,ZH,CH,www.la-roe.ch,,x,a,1980-,,,,,,
AC_42343,Liebhabertheater Winterthur,,,Winterthur,,Winterthur,ZH,CH,x,,x,a,(noch existent?),,,,,,
AC_42344,Neubühne Seen,,,Winterthur,,Winterthur,ZH,CH,www.neu.neubuehne-seen.ch,,x,a,?,,,,,,
AC_42345,<Theatergruppe Rudolf-Steiner-Schule Winterthur>,,,Winterthur,,Winterthur: Rudolf-Steiner-Schule Winterthur <nicht ZSV>,ZH,CH,www.rssw.ch,,x,a,?,,,,,1 C,"(1987), 1989, 195, 2000, 2006"
AC_42346,Schaumbühne,,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,1 C,(1997)-?
AC_42347,Seniorenbühne Wülflingen,,,Winterthur,,Winterthur,ZH,CH,x,,x,a,?,,,,,,
AC_42348,Stuzzicadenti,,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,1 C,(1980-(1986)
AC_42349,Theater Kolping-Verein,,,Winterthur,,Winterthur,ZH,CH,x,,x,a,(noch existent?),,,,,,
AC_42350,Theaterchischte Välte,,,Winterthur-Veltheim,,Winterthur-Veltheim,ZH,CH,www.theaterchischte.ch,,x,a,1996-,,,,,,
AC_42351,Theaterchor Winterthur,,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,www.theaterchor.ch,,x,a,1979-,,,,,1 C,"(1982), 1984, 2004, (2012)"
AC_42352,Theaterensemble Obertor,,,Winterthur,,Winterthur,ZH,CH,www.dertheatermacher.ch/theaterobertor,,x,a,2005-,,,,,,
AC_42353,Theatergruppe am Buck,,,Winterthur,,Winterthur,ZH,CH,www.theaterambuck.ch,,x,a,1988-,,,,,,
AC_42354,Theatergruppe Bernerverein Winterthur,,,Winterthur,,Winterthur,ZH,CH,x,,x,a,?,,,,,,
AC_42355,Theatergruppe Bündnerverein Winterthur,,,Winterthur,,Winterthur,ZH,CH,x,,x,a,?,,,,,,
AC_42356,Theatergruppe Winterthur,,,Winterthur,,Winterthur,ZH,CH,x,,x,a,?,,,,,,
AC_42357,Waldheimbühne,,,Winterthur,,Winterthur,ZH,CH,x,,x,a,?,,,,,,
AC_42358,Winterthurer Bühne,,,Winterthur,,Winterthur,ZH,CH,x,,RVA,a,?,,,,,,
AC_42359,und Gabi war dagegen,,,Winterthur,,Winterthur <nicht ZSV>,ZH,CH,www.undgabiwardagegen.ch,,x,a,?,,,,,1 C,(2014)-
AC_42360,Theatergruppe Winznau,,,Winznau,,Winznau,SO,CH,www.theatergruppewinznau.ch,,x,a,2005?-,,,,,,
AC_42361,Konradsingers,Konrad-Singers,,Wittenbach,,Wittenbach <nicht ZSV>,SG,CH,x,,x,a,?,,,,,1 R <Sammelcouvert>,(2015)-
AC_42362,Märlikarawane,,,Wittenbach,,Wittenbach <nicht ZSV>,SG,CH,www.maerlikarawane.ch,,x,a,?,,,,,x,x
AC_42363,Justizvollzugsanstalt Witzwil,,,Witzwil,,Witzwil: Justizvollzugsanstalt Witzwil <nicht ZSV>,BE,CH,www.pom.be.ch/pom/de/index/freiheitsentzug-betreuung/vollzugseinrichtungen_erwachsene/anstalten_witzwil.html,,x,a,?,,,,,3 R <Sammelcouvert>,"(1952), 1986"
AC_42364,Associazione Teatrale Italiana E. de Filippo,,,Wohlen AG,,Wohlen <nicht ZSV>,AG,CH,www.acli-wohlen.ch,,x,a,?,,,,,3 R <Sammelcouvert>,"(1984), 1985, 1987"
AC_42365,Begorra-Theater,,,Wohlen AG,,Wohlen <nicht ZSV>,AG,CH,www.begorra.ch,,x,a,1980- bzw. 1981-,,,,,4 R <Sammelcouvert>,"(1983), 1986, 1988, 1995,"
AC_42366,<Theatergruppe Bezirksschule Wohlen>,,,Wohlen AG,,Wohlen AG: Bezirksschule Wohlen  <nicht ZSV>,AG,CH,www.bezwohlen.ch,,x,a,?,,,,,1 C,(1997)-
AC_42367,Bifang-Theatergruppe,,Theatergruppe des Alters- und Pflegeheims Bifang,Wohlen AG,,Wohlen AG <nicht ZSV>,AG,CH,www.bifang.ch,,x,a,?,,,,,1 C,"(2004), 2011"
AC_42368,Chaostheatergruppe Wohlen,Chaos Theatergruppe Wohlen,,Wohlen AG,,Wohlen AG <nicht ZSV>,AG,CH,www.chaostheatergruppe.beepworld.de,,x,a,?,,,,,1 R <Sammelcouvert>,(2011)-
AC_42369,Dramatischer Club Wohlen,,,Wohlen AG,,Wohlen AG,AG,CH,x,,x,na,?,,,,,,1954
AC_42370,<Theatergruppe Integra Freiamt>,,Stiftung für Behinderte,Wohlen AG,,Wohlen AG: Integra Freiamt <nicht ZSV>,AG,CH,www.integrafreiamt.ch,,x,a,?,,,,,2 R <Sammelcouvert>,"(2002), 2005"
AC_42371,jubil-on-tour,,,Wohlen AG,,Wohlen AG,AG,CH,x,,x,a,(noch existent?),,,,,,2003
AC_42372,<Theatergruppe Jungwacht und Blauring Wohlen>,,,Wohlen AG,,Wohlen AG: Jungwacht und Blauring Wohlen <nicht ZSV>,AG,CH,www.jwbrwohlen.ch,,x,a,?,,,,,3 R <Sammelcouvert>,"(2003), 2007"
AC_42373,<Theatergruppe Kantonsschule Wohlen>,Kanti-Theater Wohlen,,Wohlen AG,,Wohlen AG: Kantonsschule Wohlen <nicht ZSV>,AG,CH,www.kanti-wohlen.ch,,,a,?,,,,,1 C,(1998)-
AC_42374,Kultur im Sternensaal,,Eigenproduktionen,Wohlen AG,,Wohlen AG,AG,CH,www.sternensaal-wohlen.ch,,x,a,?,,,,,,
AC_42375,Station 97,,Erwerbslosentheater,Wohlen AG,,Wohlen AG <nicht ZSV>,AG,CH,x,,x,na,?,,,,,4 R <Sammelcouvert>,1997-(1998)
AC_42376,Chappelebühni,,,Wohlen BE,,Wohlen BE,BE,CH,x,,x,a,?,,,,,,
AC_42377,<Theatergruppe Gemischter Chor Wohlen>,,,Wohlen BE,,Wohlen BE: Gemischter Chor Wohlen,BE,CH,https://gemischterchorwohlen.ch,,Amathea,a,?,,,,,,
AC_42378,Seniorentheater Wohlen,,,Wohlen BE,,Wohlen BE,BE,CH,x,,x,,?,,,,,,
AC_42379,<Theatergruppe Trachtengruppe Wohlen>,,,Wohlen BE,,Wohlen BE: Trachtengruppe Wohlen,BE,CH,www.trachtengruppe-wohlen.ch,,Amathea,a,?,,,,,,
AC_42380,Theater Wolfenschiessen,Theatergesellschaft Wolfenschiesse; Theatergruppe Wolfenschiessen,,Wolfenschiessen,,Wolfenschiessen,NW,CH,www.theater-wolfenschiessen.ch,,RZV,a,?,,,,,,
AC_42381,<Theatergruppe Landjugend Gäu>,,,Wolfwil,,Wolfwil: Landjugend Gäu,SO,CH,x,,x,a,?,,,,,,
AC_42382,Theatergruppe Schwänkeler,,,Wolfwil,,Wolfwil,SO,CH,x,,x,a,?,,,,,,
AC_42383,Theaterverein Wolhusen,,,Wolhusen,,Wolhusen,LU,CH,x,,x,a,?,,,,,,
AC_42384,Theaterfreunde Höfe Wollerau,Theater Höfe,,Wollerau,,Wollerau,SZ,CH,www.theaterfreundehoefe.ch,,RZV,a,2003?-,,,,,,
AC_42385,Theatergesellschaft Wollerau,,,Wollerau,,Wollerau,SZ,CH,x,,x,na,?,,,,,,1946-1953
AC_42386,<Theatergruppe Naturfreunde Worb>,,,Worb,,Worb: Naturfreunde Worb,BE,CH,www.nf-worb.ch,,x,a,?,,,,,,
AC_42387,Seniorenbühne Worb,,,Worb,,Worb,BE,CH,www.vseseworb.ch/seniorenbuehne,,Amathea,a,2000-,,,,,,
AC_42388,Theaterprojekt Worb,,,Worb,,Worb,BE,CH,x,,x,a,?,,,,,,
AC_42389,<Theatergruppe Trachtengruppe Worb>,,,Worb,,Worb: Trachtengruppe Worb,BE,CH,x,,Amathea,a,?,,,,,,
AC_42390,Theaterverein Worben,,,Worben,,Worben,BE,CH,www.theaterworben.com,,Amathea,a,2000-,,,,,,
AC_42391,<Theatergruppe Männerchor Würenlingen>,,,Würenlingen,,Würenlingen: Männerchor Würenlingen,AG,CH,www.maennerchor-wuerenlingen.ch,,VAV,a,?,,,,,,
AC_42392,Kulturkeis Würenlos,,,Würenlos,,Würenlos,AG,CH,x,,x,na,?,,,,,,1988
AC_42393,Theatergemeinschaft Würenlos,THGW,,Würenlos,,Würenlos,AG,CH,x,,x,a,2002-,,,,,,
AC_42394,Freilicht Glungge,,,Wynigen,,Wynigen,BE,CH,x,,x,a,?,,,,,,
AC_42395,<Theatergruppe Jodlerklub Wynigen>,,,Wynigen,,Wynigen: Jodlerklub Wynigen,BE,CH,www.jodlerklub-wynigen.ch,,Amathea,a,?,,,,,,
AC_42396,<Theatergruppe Musikgesellschaft Wynigen>,,,Wynigen,,Wynigen: Musikgesellschaft Wynigen,BE,CH,www.mgwynigen.ch,,Amathea,a,?,,,,,,
AC_42397,Theaterprojekt 3472,,,Wynigen,,Wynigen,BE,CH,x,,x,na,2010,,,,,,2010
AC_42398,<Theatergruppe Trachtengruppe Wynigen>,,,Wynigen,,Wynigen: Trachtengruppe Wynigen,BE,CH,x,,Amathea,a,?,,,,,,
AC_42399,Cercle Littéraire d’Yverdon,CLY,,Yverdon-les-bains,,Yverdon-les-bains <nicht ZSV>,VD,CH,www.cly.ch,,FSSTA,a,1922-,,,,,1 C,(1991)-
AC_42400,Les Compagnons du Coteau,,,Yvorne,,Yvorne <nicht ZSV>,VD,CH,x,,FSSTA,a,1945-,,,,,x,x
AC_42401,<Theatergruppe Frauenchor Zauggenried-Kernenried>,,,Zauggenried-Kernenried,,Zauggenried-Kernenried: Frauenchor Zauggenried-Kernenried,BE,CH,x,,Amathea,a,?,,,,,,
AC_42402,<Theatergruppe Gemischter Chor Zäziwil>,,,Zäziwil,,Zäziwil: Gemischter Chor Zäziwil,BE,CH,www.gemischterchor-zaeziwil.ch,,x,a,?,,,,,,
AC_42403,<Theatergruppe Posaunenchor Zäziwil>,,,Zäziwil,,Zäziwil: Posaunenchor Zäziwil,BE,CH,www.posaunenchor-zaeziwil.ch,,x,a,?,,,,,,
AC_42404,Teatro Espanol de Berna,,,Zäziwil,,Bern <nicht ZSV>,BE,CH,x,,x,a,1986-,,,,,x,x
AC_42405,<Theatergruppe Samariterverein Zeihen>,,,Zeihen,,Zeihen: Samariterverein Zeihen <nicht ZSV>,BE,CH,x,,x,a,?,,,,,2 R <Sammelcouvert>,"(2008), 2014"
AC_42406,Theatergruppe Zeiningen,,,Zeiningen,,Zeiningen,AG,CH,www.theaterzeiningen.ch,,VAV,a,1999?-,,,,,,
AC_42407,Zeller Chortheater,Zeller Cho; Zeller Kinderchor,,Zell?,,Zell im Tösstal <nicht ZSV>,ZH,CH,www.zellerchortheater.ch,,x,a,1992-,,,,,7 R <Sammelcouvert>,"(1991), 1995, 1999, 2002, 2008, 2009, 2011"
AC_42408,Zeller Spiele,,Paul Burkhard,Zell,,Zell im Tösstal <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,5 R <Sammelcouvert>,"(1964), 1970, (1972)"
AC_42409,<Theatergruppe Männerchor Zernez>,,,Zernez,,Zernez: Männerchor Zernez,GR,CH,x,,x,na,?,,,,,,1959
AC_42410,Theatergruppe Männerchor und Trachtengruppe Zimmerwald,,,Zimmerwald,,Zimmerwald,BE,CH,www.trachtengruppe-zimmerwald.ch,,Amathea,a,?,,,,,,
AC_42411,<Theatergruppe Jungmannschaft Zillis>,,,Zillis,,Zillis: Jungmannschaft Zillis <nicht ZSV>,GR,CH,x,,x,a,?,,,,,2 R <Sammelcouvert>,"(2003), 2004"
AC_42412,Theater Zizers ,Theatergesellschaft Zizers,,Zizers ; Landquart,,Zizers (Landquart): Theatergesellschaft Zizers,GR,CH,www.theater-zizers.ch,,BVV,a,1976-,,,,,,
AC_42413,<Theatergruppe BZZ Bildungszentrum Zofingen>,,,Zofingen,,Zofingen: BZZ Bildungszentrum Zofingen <nicht ZSV>,AG,CH,https://bwzofingen.ch,,x,a,?,,,,,1 C,"(1987), 1991"
AC_42414,<Theatergruppe Fachhochschule Aargau Institut Primarschule>,,,Zofingen,,Zofingen: Fachhochschule Aargau Institut Primarschule <nicht ZSV>,AG,CH,www.fhnw.ch/ph,,x,a,?,Höhere Pädagogische Lehranstalt HPL Aargau,,,,1 C,"(1996), 2002, 2004-"
AC_42415,<Theatergruppe Kantonsschule Zofingen>,Kanti-Theater Zofingen,,Zofingen,,Zofingen: Kantonsschule Zofingen <nicht ZSV>,AG,CH,www.kszofingen.ch,,x,a,?,,,,,1 C,"(1988), 1989, 1998, 2002, 2006"
AC_42416,Ämmitaler Theaterlüt Zollbrück,Aemmitaler Theaterlüt Zollbrück,,Zollbrück,,Zollbrück,BE,CH,x,,Amathea,a,?,,,,,,
AC_42417,Jugendtheatergruppe Zollbrück,,,Zollbrück,,Zollbrück,BE,CH,x,,BGTV,na,?,,Theater Z,,,,
AC_42418,Theater Z ,,Junges Theater für Junge Leute,Zollbrück (Rüderswil),,Zollbrück,BE,CH,x,,Amathea,a,?,Jugendtheatergruppe Zollbrück,,,,,
AC_42419,<Theatergruppe Trachtengruppe Zollikofen-Münchenbuchsee>,,,Zollikofen,,Zollikofen: Trachtengruppe Zollikofen-Münchenbuchsee),BE,CH,x,,Amathea,a,?,,,,,,
AC_42420,<Theatergruppe Jung Zollikon,,,Zollikon,,Zollikon: Jung Zollikon <nicht ZSV>,ZH,CH,x,,x,na,?,,,,,4 R <Sammelcouvert>,(1932)-(1935)
