Bemerkungen,Drucker,Grafiker,Masse,Plakatart,RepertorienID,Signatur,Technik,tempID,Verso
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 38.7 cm,Stückplakat,300021984111401,PL 012.226,Offset/Buchdruck,658,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 38.7 cm,Stückplakat,300021984121901,PL 012.227,Offset/Buchdruck,659,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.4 x 39.0 cm,Stückplakat,300021985013001,PL 012.228,Offset/Buchdruck,660,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.2 x 39.0 cm,Stückplakat,300021985031301,PL 012.229,Offset/Buchdruck,661,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.2 x 39.0 cm,Stückplakat,300021985041701,PL 012.230,Offset/Buchdruck,662,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.2 x 39.0 cm,Stückplakat,300021985052201,PL 012.231,Offset/Buchdruck,663,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.2 x 38.7 cm,Stückplakat,300021985083101,PL 012.232,Offset/Buchdruck,664,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.2 x 39.0 cm,Stückplakat,300021985100201,PL 012.233,Offset/Buchdruck,665,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.3 cm,Stückplakat,300021985110601,PL 012.234,Offset/Buchdruck,666,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.1 cm,Stückplakat,300021985121101,PL 012.235,Offset/Buchdruck,667,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.2 x 39.2,Stückplakat,300021986012201,PL 012.236,Offset/Buchdruck,668,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.4 x 39.0 cm,Stückplakat,300021986031201,PL 012.237,Offset/Buchdruck,669,
,"Graf-Lehmann AG,Bern",[Heinz Jost],"58.0 x 39,0 cm",Stückplakat,300021986041601,PL 012.238,Offset/Buchdruck,670,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.0 cm,Stückplakat,300021986052101,PL 012.239,Offset/Buchdruck,671,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.0 cm,Stückplakat,300021987052001,PL 012.241,Offset/Buchdruck,672,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.0 cm,Stückplakat,300021987041501,PL 012.242,Offset/Buchdruck,673,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.0 cm,Stückplakat,300021987031101,PL 012.243,Offset/Buchdruck,674,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.2 x 39.0 cm,Stückplakat,300021987012801,PL 012.244,Offset/Buchdruck,675,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.0 cm,Stückplakat,300021986121701,PL 012.245,Offset/Buchdruck,676,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.0 cm,Stückplakat,300021986100801,PL 012.246,Offset/Buchdruck,677,
,"Graf-Lehmann AG,Bern",[Heinz Jost],58.3 x 39.0 cm,Stückplakat,300021986090101,PL 012.247,Offset/Buchdruck,678,
,,Stephan Bundi,60.0 x 42.0 cm,Stückplakat,300051978112801,PL 013.001,Siebdruck,679,
Papier u Farbton sind nicht gleich [PL 010.132],,Heinz Jost,60.0 x 39.7 cm,Stückplakat,300071972111501,PL 013.002,Siebdruck,680,
[1D] Uraufführung,,Stephan Bundi,59.5 x 41.7 cm,Stückplakat,300051974061801,PL 013.003,Siebdruck,681,
"[2D] 1x ohne schwarzen Rand, keine [D] 59.3 x 42.0 cm",,Stephan Bundi,58.5 x 42.4 cm,Stückplakat,300071975031001,PL 013.004,Siebdruck,682,
"[1D] 1x Blanco, 2x mit Text",,Stephan Bundi,59.7 x 42.0 cm,Stückplakat,300071976051901,PL 013.005,Siebdruck,683,
[1D],,Stephan Bundi,59.2 x 41.5 cm,Stückplakat,300071975121501,PL 013.006,Siebdruck,684,
,Gerber AG Schwarzenburg,Stephan Bundi,59.4 x 42.0 cm,Stückplakat,300071976112301,PL 013.007,Offsetdruck,685,
[1D] Schweizer Erstaufführung,Gerber AG Schwarzenburg,Stephan Bundi,59.3 x 41.8 cm,Stückplakat,300071976120101,PL 013.008,Offsetdruck,686,
[1D],Gerber AG Schwarzenburg,Stephan Bundi,59.3 x 42.0 cm,Stückplakat,300071976123101,PL 013.009,Offsetdruck,687,
2 x Blancodruck + 1 x mit vollständigem Text,,Stephan Bundi,58.8 x 41.6 cm,Stückplakat,300071976101901,PL 013.010,Offsetdruck,688,
[1D],,Stephan Bundi,59.7 x 42.0 cm,Vortragsplakat,300071976092301,PL 013.011,Offsetdruck,689,
[1D],,Stephan Bundi,59.5 x 42.0 cm,Stückplakat,300051978022801,PL 013.012,Offsetdruck,690,
1 x Blancodruck + 2 x mit vollständigem Text [1 D],,Stephan Bundi,59.3 x 41.9 cm,Stückplakat,300051977120601,PL 013.013,Offsetdruck,691,
,,Stephan Bundi,59.3 x 41.8 cm,Stückplakat,300051978010301,PL 013.014,Offsetdruck,692,
"[1D] Bühne und Kostüme: Sekundarschulklasse 3a, Herzogenbuchsee.",,Stephan Bundi,59.4 x 42.0 cm,Stückplakat,300051977120301,PL 013.015,Offsetdruck,693,
[2D],,Stephan Bundi,59.3 x 42.0 cm,Stückplakat,300051978050901,PL 013.016,Offsetdruck,694,
[1D],,Stephan Bundi,59.7 x 41.7 cm,Stückplakat,300051978091901,PL 013.017,Offsetdruck,695,
,,Stephan Bundi,59.5 x 42.0 cm,Stückplakat,300051978123001,PL 013.018,Offsetdruck,696,
,,Stephan Bundi,59.3 x 42.0 cm,Stückplakat,300051979102001,PL 013.019,Siebdruck,697,
[1D],,Stephan Bundi,59.4 x 42.0 cm,Stückplakat,300051979123101,PL 013.020,Offsetdruck,698,
[1D],,Stephan Bundi,59.4 x 41.9 cm,Stückplakat,300051979090301,PL 013.021,Offsetdruck,699,
[1D],,Stephan Bundi,58.7 x 42.0 cm,Stückplakat,300051980091301,PL 013.023,Siebdruck,700,
[2D] Premiere auf dem Plakat: 24.9.1980. Drei versch. Spielorte.,,Stephan Bundi,59.5 x 42.0 cm,Stückplakat,300051981052701,PL 013.024,Offsetdruck,701,
[2D],Seriegraphie: Albin Uldry,Stephan Bundi,42.0 x 59.5 cm,Stückplakat,300051981031101,PL 013.025,Siebdruck,702,
[1D],,Stephan Bundi,41.3 x 59.5 cm,Stückplakat,300051981110401,PL 013.026,Siebdruck,703,
[1D],Seriegraphie: Albin Uldry,Stephan Bundi,59.4 x 42.6 cm,Stückplakat,300051982051201,PL 013.027,Siebdruck,704,
[2D] Uraufführung,Seriegraphie: Albin Uldry,Stephan Bundi,42.0 x 59.3 cm,Stückplakat,300051983042301,PL 013.028,Siebdruck,705,
[1D],Seriegraphie: Albin Uldry,Stephan Bundi,59.5 x 42.0 cm,Stückplakat,300051982110602,PL 013.029,Siebdruck,706,
[1D],,Stephan Bundi,59.7 x 42.0 cm,Stückplakat,300051982061801,PL 013.031,Offsetdruck,707,
,,Stephan Bundi,52.0 x 41.5 cm,Stückplakat,300051976022301,PL 013.032,Offsetdruck,708,
[1D],,Stephan Bundi,59.4 x 42.0 cm,Stückplakat,300051980111901,PL 013.034,Offsetdruck,709,
[2D],,Stephan Bundi,59.4 x 41.8 cm,Stückplakat,300071975092201,PL 013.035,Offsetdruck,710,
[1D],,Stephan Bundi,59.4 x 42.0 cm,Stückplakat,300051980030801,PL 013.037,Offsetdruck,711,
,,Stephan Bundi,59.4 x 42.0 cm,Stückplakat,300051979031701,PL 013.038,Offsetdruck,712,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021992051301,PL 013.039,Offsetdruck,713,
,Graf-Lehmann AG Bern,Heinz Jost,58.3 x 39.0 cm,Stückplakat,300021992040801,PL 013.040,Offsetdruck,714,
,Graf-Lehmann AG Bern,Heinz Jost,58.3 x 39.0 cm,Stückplakat,300021992030401,PL 013.041,Offsetdruck,715,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021992012201,PL 013.042,Offsetdruck,716,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021991121801,PL 013.043,Offsetdruck,717,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021991111301,PL 013.044,Offsetdruck,718,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021991100901,PL 013.045,Offsetdruck,719,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021991083101,PL 013.046,Offsetdruck,720,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021990090101,PL 013.047,Offsetdruck,721,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021990100301,PL 013.048,Offsetdruck,722,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021990110701,PL 013.049,Offsetdruck,723,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021990121201,PL 013.050,Offsetdruck,724,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021991012301,PL 013.051,Offsetdruck,725,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021991030601,PL 013.052,Offsetdruck,726,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021991041001,PL 013.053,Offsetdruck,727,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021991051501,PL 013.054,Offsetdruck,728,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021989051701,PL 013.055,Offsetdruck,729,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021989041201,PL 013.056,Offsetdruck,730,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021989030801,PL 013.057,Offsetdruck,731,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021989012501,PL 013.058,Offsetdruck,732,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021988121401,PL 013.059,Offsetdruck,733,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021988110901,PL 013.060,Offsetdruck,734,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021988100501,PL 013.061,Offsetdruck,735,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021987100701,PL 013.062,Offsetdruck,736,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021987090101,PL 013.063,Offsetdruck,737,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021987111101,PL 013.064,Offsetdruck,738,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021987121601,PL 013.065,Offsetdruck,739,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021988030901,PL 013.066,Offsetdruck,740,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021988041301,PL 013.067,Offsetdruck,741,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021988051801,PL 013.068,Offsetdruck,742,
,Graf-Lehmann AG Bern,Heinz Jost,58.4 x 39.0 cm,Stückplakat,300021988083101,PL 013.069,Offsetdruck,743,
[1D] / Mit der Anschrift (Das letzte Stück vor der Schliessung!),Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.8 cm,Stückplakat,300021996050801,PL 013.071,Offsetdruck,744,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.8 cm,Stückplakat,300021996040301,PL 013.072,Offsetdruck,745,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.4 cm,Stückplakat,300021996022801,PL 013.073,Offsetdruck,746,
Mit der Anschrift (Die letzte Saison: Wir zählen auf Sie!),Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021995121301,PL 013.074,Offsetdruck,747,
Mit der Anschrift (Die letzte Saison: Wir zählen auf Sie!),Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021995110801,PL 013.075,Offsetdruck,748,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5,Stückplakat,300021995100401,PL 013.076,Offsetdruck,749,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021995083001,PL 013.077,Offsetdruck,750,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.3 cm,Stückplakat,300021996012401,PL 013.078,Offsetdruck,751,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021995051001,PL 013.080,Offsetdruck,752,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5,Stückplakat,300021995040501,PL 013.081,Offsetdruck,753,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021995030101,PL 013.082,Offsetdruck,754,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021995012501,PL 013.083,Offsetdruck,755,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.7 cm,Stückplakat,300021994121401,PL 013.084,Offsetdruck,756,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021994110901,PL 013.085,Offsetdruck,757,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021994100501,PL 013.086,Offsetdruck,758,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021994083101,PL 013.087,Offsetdruck,759,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021994051101,PL 013.088,Offsetdruck,760,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021994040601,PL 013.090,Offsetdruck,761,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021994030201,PL 013.091,Offsetdruck,762,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021994011901,PL 013.092,Offsetdruck,763,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021993121501,PL 013.093,Offsetdruck,764,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021993111001,PL 013.094,Offsetdruck,765,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021993100601,PL 013.095,Offsetdruck,766,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021993090101,PL 013.096,Offsetdruck,767,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021993051201,PL 013.097,Offsetdruck,768,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021993040701,PL 013.098,Offsetdruck,769,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021993030301,PL 013.099,Offsetdruck,770,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021993012701,PL 013.100,Offsetdruck,771,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021992121601,PL 013.101,Offsetdruck,772,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021992111801,PL 013.102,Offsetdruck,773,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021992101401,PL 013.103,Offsetdruck,774,
,Graf-Lehmann AG Bern,Heinz Jost,60.0 x 42.5 cm,Stückplakat,300021992090101,PL 013.104,Offsetdruck,775,
Dans le cadre du 11e Festival de Neuchâtel; (Zusammmen mit: “Ton beau capitaine”) Première pièce à 20.30 h./ Dans le cadre du 11e Festival de Neuchâtel; (Zusammen mit: “Mémoires d'isles”) Deuxième pièce à 22.30 h.,,"CaG Götz, La Chaux-de-Fonds",59.0 x 42.0 cm,Stückplakat,230011998090101,PL 013.110,Offsetdruck,776,
"Zusammen mit: ""Douleurs sous clé"", ""Le haut-de-forme"". / Zusammen mit: ""Dangereusement"", ""Le haut-de-forme"". / Zusammen mit: ""Dangereusement"", ""Douleurs sous clé"".",,"CaG Götz, La Chaux-de-Fonds",59.5 x 42.0 cm,Stückplakat,230012000010501,PL 013.111,Offsetdruck,777,
,,"CaG Götz, La Chaux-de-Fonds",59.3 x 42.0 cm,Stückplakat,230012002102201,PL 013.112,Offsetdruck,778,
,,"Basse Couture, Leonor Fini",66.0 x 42.0 cm,Stückplakat,230011985082101,PL 013.113,Offsetdruck,779,
Blancodruck,,"Basse Couture, Leonor Fini",66.0 x 42.0 cm,Stückplakat,230011985082101,PL 013.114,Offsetdruck,780,
Blancodruck,"Imprimerie Marsens, Lausanne",E.Stump,58.0 x 35.0 cm,Stückplakat,230011989021001,PL 013.115,Offsetdruck,781,
,,,66.0 x 42.0 cm,Stückplakat,230011985050801,PL 013.116,Offsetdruck,782,
,Imprimerie S. A. La Chaux-de Fonds,"Le Roi Lear , d’ après le tableau de B. West",62.0 x 45.0 cm,Stückplakat,230011976102301,PL 013.117,Offsetdruck,783,
,,,60.0 x 40.0 cm,Stückplakat,230011991050401,PL 013.119,Offsetdruck,784,
En coproduction avec l'Ensemble-Théâtre.,,"CaG Götz, La Chaux-de-Fonds",59.3 x 42.0 cm,Stückplakat,230011997021501,PL 013.120,Offsetdruck,785,
Blancodruck,,,66.0 x 42.0 cm,Stückplakat,230011989060201,PL 013.121,Offsetdruck,786,
[2D] Blancodruck,70 Imprimerie Typoffset La Chaux-de-Fonds,,66.3 x 42.0 cm,Stückplakat,230011984050901,PL 013.123,Offsetdruck,787,
,,,63.2 x 43.5 cm,Stückplakat,230011990032001,PL 013.124,Offsetdruck,788,
[1D] *Le spectacle est divisé en 54 séquences.,"Imprimerie Marsens, Lausanne",,66.4 x 42.0 cm,Stückplakat,230011983111701,PL 013.125,Offsetdruck,789,
,,,60.8 x 43.0 cm,Stückplakat,230011972111601,PL 013.126,Offsetdruck,790,
Théâtre des enfants du TPR. Coproduction avec le Théâtre Cassiopée (Paris).,,,57.0 x 40.6 cm,Stückplakat,230011992111201,PL 013.127,Offsetdruck,791,
,Courvosier S. A. La Chaux-de-Fonds,,68.8 x 45.0 cm,Stückplakat,230011965072101,PL 013.129,Offsetdruck,792,
,,"CaG Götz, La Chaux-de-Fonds",59.3 x 42.0 cm,Stückplakat,230011997112101,PL 013.130,Offsetdruck,793,
Spectacle scolaire.,,,58.7 x 40.5 cm,Stückplakat,230011980112201,PL 013.133,Offsetdruck,794,
,Graphito Montfaucon,Hubert Froidevaux,63.7 x 46.0 cm,Stückplakat,230011991060401,PL 013.134,Offsetdruck,795,
[1D],Offsetdruck,Geifer,66.0 x 42.0 cm,Stückplakat,230011985082201,PL 013.135,Offsetdruck,796,
WA ab: 24.3.2000 (neu: anstatt Alain Mergnat u. Jean-Philippe Meyer spielen Charles Joris u. Miguel Québatte),"Imprimerie Rapidoffset, Le Locle","CaG Götz, La Chaux-de-Fonds",59.5 x 42.0 cm,Stückplakat,230011999031901,PL 013.136,Offsetdruck,797,
"Premiere: Aigle (VD), 21.2.1967 [ Salle de L’aiglon]","Imprimerie Glauser Oderbolz, Le Locle",Jean-Louis Boucher [Entwurf u Linolschnitt],65.3 x 40.8 cm,Stückplakat,230011967012001,PL 013.138,Buchdruck/ Linolschnitt,798,
1er Festival d'été de Neuchâtel,,,66.0 x 41.8 cm,Stückplakat,230011964082003,PL 013.139,Buchdruck/ Linolschnitt,799,
[1D] Blancodruck,,,63.5 x 41.8 cm,Stückplakat,230011986081201,PL 013.140,Offsetdruck,800,
,Imprimerie en France-Ireg Strasbourg,Jean-Louis Boucher,61.5 x 41.0 cm,Stückplakat,230011969021301,PL 013.141,Buchdruck/ Linolschnitt,801,
,,,67.7 x 42.0 cm,Stückplakat,230011965020101,PL 013.144,Buchdruck/ Linolschnitt,802,
Tavannes BE: Salle Farel,"Imprimerie Max Jendly, Fribourg",,65.2 x 39.4 cm,Stückplakat,230011963031501,PL 013.145,Buchdruck/ Linolschnitt,803,
"lère: 12.4.1923, à Dublin, au Théâtre de l'Abbaye. 1ère en France: 12.1.1947, au Théâtre Charles de Rochefort. Rôle principal: le traducteur Ph. Kellerson. R.: Ph. Kellerson et André Clavé.","Imprimerie spéciale “ la cité éditeur ”, Lausanne",,61.8 x 38.5 cm,Stückplakat,230011963092801,PL 013.146,Buchdruck/ Linolschnitt,804,
Premierendatum = Datum des Gastspiels in Genf,,,64.8 x 39.5 cm,Stückplakat,23001nodate01,PL 013.147,Buchdruck/ Linolschnitt,805,
Spectacle scolaire réalisé en collabor. avec un groupe d'enseignants de la région. [Blancodruck],Imprimerie du centre des terreaux la Chaux-de-Fonds,,65.0 x 47.0 cm,Stückplakat,230011969051201,PL 013.148,Buchdruck/ Linolschnitt,806,
"Bildtitel: Soufi en méditation, Lahore Museum",,,66.2 x 42.0 cm,Stückplakat,230011985082001,PL 013.149,Offsetdruck,807,
"Bildtitel: Soufi en méditation, Lahore Museum",,,66.2 x 42.0 cm,Stückplakat,230011985082001,PL 013.150,Offsetdruck,808,
,,,59.3 x 42.0 cm,Stückplakat,230011991030501,PL 013.151,Offsetdruck,809,
"A l'occasion de la 8e Schubertiade. Spectacle ""dédié à André Charlet, l'âme des Schubertiades"".",,,59.2 x 42.0 cm,Stückplakat,230011992090301,PL 013.152,Offsetdruck,810,
"Gastspiel in der Reitschule Bern, 18./19.6.1999",,,59.5 x 42.0cm,Stückplakat,400031977091501,PL 014.002,Inkjet/ Tintenstrahldruck,811,
,,,59.4 x 42.0 cm,Stückplakat,300031971100401,PL 014.018,Offsetdruck,812,
"Solo, Welt-Theater mit Black-Out",,,53.5 x 41.0 cm,Stückplakat,300031969110401,PL 014.019,Offsetdruck,813,
,,,59.4 x 42.0 cm,Stückplakat,460011989111801,PL 014.028,Siebdruck,814,
,Lindemann+Lüdecke,Celestino Piatti,59.3 x 42.0 cm,Stückplakat,800021966012001,PL 014.029,Offsetdruck,815,
[1D],,Stephan Bundi,59.5 x 42.0 cm,Stückplakat,300051975111201,PL 014.046,Siebdruck,816,
[2D],,Stephan Bundi,59.5 x 42.0 cm,Stückplakat,300051983021601,PL 014.048,Siebdruck,817,
Organisation: Sozialdemokratische Partei der Stadt Bern,Schenker Druck AG bern0,Bernard Schlup,59.5 x 42.3 cm,Stückplakat,300031980091601,PL 014.070,Offsettdruck,818,
,Schill & Cie AG Luzern,Eugen Bachmann-Geiser,58.8 x 41.5 cm,Stückplakat,600011978120201,PL 014.080,Offsetdruck,819,
,Schill & Cie AG Luzern,Eugen Bachmann-Geiser,58.8 x 41. 3 cm,Stückplakat,600011979031601,PL 014.081,Offsetdruck,820,
[1D],Schill & Cie AG Luzern,Eugen Bachmann-Geiser,58.9 x 41.5 cm,Stückplakat,600011978021501,PL 014.082,Offsetdruck,821,
,Schill & Cie AG Luzern,Eugen Bachmann-Geiser,59.5 x 42.0 cm,Stückplakat,600011979011801,PL 014.083,Offsetdruck,822,
,,,59.3 x 42.0 cm,Stückplakat,540011986123101,PL 014.087,Offsetdruck,823,
[1D],,,59.4 x 42.0 cm,Stückplakat,300031974031801,PL 014.092,Offsetdruck,824,
,,,59.5 x 42.0 cm,Stückplakat,300031970110201,PL 014.094,Offsetdruck,825,
,Franz Dietrich,"Walter Wolff, Hannover",59.3 x 42.0 cm,Stückplakat,300031971092801,PL 014.096,Siebdruck,826,
,,,59.4 x 42.0 cm,Stückplakat,300031970052001,PL 014.097,Offsetdruck,827,
[1D],,,59.5 x 42.2 cm,Stückplakat,300031977101701,PL 014.099,Offsetdruck,828,
,,,56 x 42.0 cm,Konzertplakat,300031968031201,PL 014.102,Offsetdruck,829,
,,,59.5 x 42.0 cm,Stückplakat,300031969061001,PL 014.103,Offsetdruck,830,
,,E.D.,58.5 x 41.0 cm,Stückplakat,120082000121201,PL 014.104,Offsetdruck,831,
[1D],,,59.2 x 42.0 cm,Stückplakat,800031982021701,PL 014.105,Offsetdruck,832,
Konzept und Realisation: Kulturelle Aktionen MGB,,Marcel Rohr,60.3 x 42.0 cm,Spielplanplakat,800031982021701,PL 014.106,Siebdruck,833,
,,Nada Stauber-Kassis,59.5 x 42.0 cm,Stückplakat,100021987102001,PL 014.107,Siebdruck,834,
Tournee-Koordination: Kulturelle Aktionen MGB,,,"59,0 x 42,0 cm",Stückplakat,300011985121401,PL 014.113,Siebdruck,835,
,,Heinz Jost,60.0 x 42.0 cm,Stückplakat,300011985100401,PL 014.114,Siebdruck,836,
,,Heinz Jost,59.3 x 41.5 cm,Stückplakat,300011986112801,PL 014.119,Siebdruck,837,
,,,59.3 x 42.0 cm,Stückplakat,300011987022001,PL 014.120,Offsetdruck,838,
[3D] Blancodruck,,Ontwerp: DJ,59.4 x 42.0 cm,Stückplakat,100022001011601,PL 014.127,Offsetdruck,839,
[1D] / Theaterprogramm auf der Rückseite,Offsetdruck Emminger,R. B. Christ; Figurinen: Rose0marie Kiefer,59.2 x 42.0 cm,Stückplakat/ Konzertplakat,400031973053001,PL 014.135,Offsetdruck,840,
,,,59.5 x 42.0 cm,Stückplakat,400031985091801,PL 014.140,Offsetdruck,841,
,Birkhäuser AG,Mathias Zweifel,59.4 x 42.0 cm,Stückplakat,400031986121001,PL 014.141,Offsetdruck,842,
,Druck: G. Emminger,Mathias Zweifel,59.5 x 42.0 cm,Stückplakat,400031986120801,PL 014.142,Offsetdruck,843,
,,Le Belvédère,59.0 x 41.7 cm,Stückplakat,120061996013101,PL 014.143,Offsetdruck,844,
,Imprimerie H. Dénéréaz Renens,,59.8 x 41.8 cm,Stückplakat,100031983011501,PL 014.154,Offsetdruck,845,
,,,59.0 x 42.0 cm,Stückplakat,230011985050801,PL 014.161,Offsetdruck,846,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012000120801,PL 015.001,Siebdruck,847,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012000112601,PL 015.002,Siebdruck,848,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012000111101,PL 015.003,Siebdruck,849,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012000110301,PL 015.004,Siebdruck,850,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012000100701,PL 015.005,Siebdruck,851,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012001090801,PL 015.006,Siebdruck,852,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012001060101,PL 015.007,Siebdruck,853,
,Serigraphie Albin Uldry,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012002120101,PL 015.008,Siebdruck,854,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012001050601,PL 015.009,Siebdruck,855,
,Uldrymedia AG,Stephan Bundi,100.0 x 70.0 cm,Stückplakat,300012001040601,PL 015.010,Siebdruck,856,
