ID_NR_Corporate_Body,Name_Corporate_Body,Name_Corporate_Body_Alias,Attribute_Byline_Description,Kuenstler,Ort,Geodaten,Ablageort_STS,Kanton,Land,Webadresse,Adresse,Verband,Rep,Status,Eckdaten_nicht_STS,fruehere_Namen,spaetere_Namen,Dokumente_VP_V,Dokumente_VP_G,Dokumente_PA_V,Dokumente_PA_G
AC_20000,Compagnie Hertzblut,,,"Schuran, Uwe ; Smart, Graham",Aadorf ?,,Aadorf: Compagnie Hertzblut,TG,CH,www.hertzblut.ch,,x,,a,?,,,,,1 C,(2007)-(2007)
AC_20001,Die Boten,,christliche Bühne ; Tourneetheater,"Dentler, Erich ; Dentler, Daniel ; Dentler, Deborah ; Dentler, Mirjam",Aadorf,,Aadorf: Die Boten,TG,CH,www.dieboten.ch,,x,,a,1957-,,,,,1 C,(1977)-
AC_20002,Tanztheater Divertimento ,,,"Puccio, Carmen ; Ledermann, Anita ; Baldo, Bettina",Aadorf,,Aadorf,TG,CH,www.tanztheaterhaus.ch,,x,,a,?,,,,,1 C,(2014)-
AC_20003,3B kulturelle produktionen,,,"Basler, Nadine ; Blum, Adi ; Brem, Martha ; Morger, Susanne",Aarau,,Aarau,AG,CH,www.3bbb.ch,,x,,a,?,,,,,x,x
AC_20004,Aargauer Kammerorchester,AKO,,x,Aarau,,Aarau,AG,CH,x,,x,,a,2003-,,,,,1 C,2003-(2007)
AC_20005,Companya Amazonya,,,?,Aarau,,Aarau,AG,CH,x,,x,,na,?,,,,,1 C <Sammelcouvert>,2003
AC_20006,Aargauer Operette ,Aaarauer Operette,,x,Aarau,,Aarau ,AG,CH,x,,x,,na,?,,,,,1 C,1992
AC_20007,argovia philharmonic,,,x,Aarau,,Aarau: Aargauer Symphonie-Orchester,AG,CH,www.argoviaphil.ch,,x,,a,1963- bzw. 2013-,Aargauer Symphonie Orchester < bis 2012>,,,,1 C,1994 / 1999 / 2009
AC_20008,Attacca,,,?,Aarau,,Aarau,AG,CH,x,,x,,na,1993?,,,,,1 C,1993
AC_20009,Bläsersolisten Aargau,,,x,Aarau,,Aarau,AG,CH,www.blaesersolisten.ch,,x,,a,1995-,,,,,1 1 C <Sammelcouvert>,2004
AC_20010,Bumerang ,,Kabarett,"Kamm, Mariann ; Wespi, Markus ; Halder, Ulrich ;Wartmann, Thomas",Aarau,,STS Kabarett: Aarau,AG,CH,x,,x,,na,?,,,,,1 C,(1966)-(1967)
AC_20011,Duo Bildhübsch,,,"François, Joséphine ; Ender, Laura",Aarau ,,Aarau: Duo Bildhübsch,AG,CH,www.duobildhuebsch.ch,,x,,a,2011-,,,,,1 C,2011-
AC_20012,First Steps/AG ,,Förderprojekt,"Kelting, Peter-Jakob",Aarau,,Aarau: Tuchlaube,AG,CH,www.tuchlaube.ch,,x,,a,?,,,,,x,x
AC_20013,Gee Gee Express,,,"Walker, Anna ; Egloff, Jonas ; Prisi, Livio ; Oes, Patrick ; Achinger, Sophie",Aarau ?,,Aarau,AG,CH,x,,x,,a,?,,,,,x,x
AC_20014,HelvetikKulturKollektiv,,,?,Aarau,,Aarau,AG,CH,x,,x,,na,1998?,,,,,1 C,1998
AC_20015,Junge Marie,,,x,Aarau,,Aarau: Theater Marie,AG,CH,http://www.theatermarie.ch/junge-marie,,x,,a,2014-,,,,,x,x
AC_20016,Kammerensemble Modulamur,,,x,Aarau ?,,Aarau,AG,CH,x,,x,,na,?,,,,,1 C <Sammelcouvert>,1982 / 1984
AC_20017,Mignon Dancers,,,?,Aarau,,Aarau,AG,CH,https://mignondance.jimdo.com,,x,,a,1982-2016,,,,,1 C,1982-(1997)
AC_20018,Musiktheater Aargau,,,x,Aarau,,Aarau,AG,CH,x,,x,,na,1990-?,,,,,1 C,1990-(1995)
AC_20019,Nachtau,,,"Praxmarer, Priska ; Mösli, Vivianne ; Langenstein, Marie Theres ; Nielsen, Jens ; Gaub, Katarina",Aarau,,Aarau,ZH,CH,www.nachtau.ch,,x,,a,2008-,,,,,x,x
AC_20020,Nones Theater,,,?,Aarau ?,,Aarau,AG,CH,x,,x,,na,1986-?,,,,,1 C,1986-(1987)
AC_20021,North by Northwest Kulturprojekte,,,"Kelting, Peter-Jakob",Aarau,,"auch unter: Bern: Schlachthaus, bereinigen",AG,CH,x,,x,,a,?,,,,,x,x
AC_20022,Pasta del Amore,,,"Maurer, Bruno ; Gysi, Christian",Aarau,,Aarau,AG,CH,x,,x,,na,1998-2010,,,,,1 C,1999-(2009)
AC_20023,Reich und Schön,,,"Reich, Sabina ; Bürgisser, Andreas",Aarau ?,,Aarau,AG,CH,www.reich-schoen.ch,,x,,a,2015-,,,,,1 C,(2016)-
AC_20024,Roikkuva,Compagnie Roikkuva,,"Muntwyler, Andreas ; Tikka, Ulla ; Stäger, Lukas ; Durrer, Michael",Wohlen,,Aarau,AG,CH,www.roikkuva.com,,x,,a,2011-,,,,,1 C <Sammelcouvert>,2012
AC_20025,Salto & Mortale ,salto&mortae; Theater salto&mortale; Theater Salto & Mortale,,"Bisaz, Clo ; Truttmann, Thomy ; Meyer, Adrian",Beinwil <früher Aarau ?>,,"Bisaz, Clo",AG,CH,www.salto-mortale.ch/,,x,,a,?,,,,,,
AC_20026,Theatergruppe Senges-Faust im Saalbau,,,x,Aarau,,Aarau: Stadttheater Aarau: Theatergruppe Senges-Faust,AG,CH,x,,x,,na,1942-1943,,,,,1 C,1942-1943
AC_20027,The Lady Musicke,,,"Meier, Christine M. ; Tanner, Christian",Aarau ?,,Aarau: The Lady Musicke,AG,CH,x,,x,,a,?,,,,,Aarau (nicht ZSV),1999
AC_20028,Theater am Rosegarte,,,"Hostettler, Thomas ; Madörin, Charlotte ; Christen, Regina u.a.",Aarau,,Zofingen (früher auch: Pfaffnau),AG,CH,x,,x,,a,?,,,,,x,x
AC_20029,Theater Marie,,,x,Aarau <vor 1989 Luzern>,,Aarau,AG,CH,www.theatermarie.ch,,x,r,a,1983-,"Theaterladen Aarau, TheaterUnser, Theater M.A.R.I.A. Auch: PyjaM.A.R.I.A, RottaM.A.R.I.A. Zürich, M.A.R.I.A.unser Aarau",,,,2 S,(1988)-
AC_20030,Theaterladen Aarau,,,?,Aarau,,Aarau,AG,CH,x,,x,,na,?,,Theater Marie,,,x,x
AC_20031,TheaterUnser,,,?,Erlinsbach,,Aarau oder Erlinsbach,AG,CH,x,,x,,na,?,,Theater Marie,,,x,x
AC_20032,Wahrhaftige Produktionen,,,"Ender, Laura u.a.",Aarau,,Aarau,AG,CH,www.lauraender.ch,,x,,a,2009-,,,,,x,x
AC_20033,youTOO Junges Theater Tuchlaube,,,x,Aarau,,Aarau ,AG,CH,x,,x,,na,2007?-2008?,,Junges Theater Tuchlaube unter : Theater Tuchlaube,,,1 R <Sammelcouvert>,2007
AC_20034,Wir & Co.,Wir&Co.,,"Papst, Anna ; Welter, Eva ; Süster-Andersen, Anna",Aarau,,Aarau,AG,CH,x,,x,,a,?,,,,,1 C,(2016)-
AC_20035,Zapfenzieher ,Cabaret Zapfenzieher,Cabaret,?,Aarau,,Kabarett: Aarau ,AG,CH,x,,x,,a,?,,,,,1 C,1957
AC_20036,Ensemble klappVox,,,"Hunger, Agnes ; Balmer, Regula",Adligenswil,,Adligenswil,LU,CH,x,,x,,a,?,,,,,x,x
AC_20037,Bruno+Bruno Produktionen,Bruno und Bruno,,"Hollenstein, Bruno ; Tiefenauer, Brundo",Adliswil,,Kabarett: Adliswil,ZH,CH,x,,x,,a,?,,,,,x,x
AC_20038,statttheater,,,"Gärtner, Beat ; Schmidlin, Brigitte ; Krejci, Kamil",Adliswil,,Adliswil,ZH,CH,www.statttheater.ch,,x,,a,?,,,,,x,x
AC_20039,Schmirinskis,,,"Schmidlin, Stefan ; Rindlisbacher, René",Affoltern a/A,,Kabarett: Affoltern a/A ,ZH,CH,x,,x,,na,1986-2001,,,,,1 C,(1991)-2001
AC_20040,Compagnia Teatrale Flavio Sala,,,"Sala, Flavio ; Nervi, Rosy ; Rezzonico, Leonia ; Zanchi, Sandra ; Casati, Fabrizio "" Rottoli, John ; Valsangiacomo, Orio ; Franscella, Beppe ; Bertazzi, Moreno",Agarone,,"Sala, Flavio",TI,CH,www.compagniaflavio.ch,,x,,a,2014-,,,,,x,x
AC_20041,D’Hubachers,,,"Valverde, David ; Müller, Manuel (""Mallas"" ; Amstutz, Don Carlos",Allschwil,,Allschwil,BL,CH,www.hubachers.ch,,x,,a,?,,,,,1 R <Sammelcouvert>,(2007)-
AC_20042,Schublädli,,,?,Allschwil,,Allschwil,BK,CH,x,,x,,na,?,,,,,1 R <Sammelcouvert>,(1983)-(1983)
AC_20043,Selbdritt Theater,,,"Buess, Mirjam ; Härtner, Thomas ; Glazmann, Paul",Allschwil,,Allschwil,BL,CH,x,,x,,a,?,,,,,x,x
AC_20044,"Sprechoper ""Attinghausen"" ",,"Produktion, UA","Gianotti, Gian ; Baumann, Christoph ; Nager, Franz Xaver u.a.",Altdorf,,Altdorf,UR,CH,x,,x,,na,1993,,,,,1 C,1993
AC_20045,"Sprechoper ""Ds Gräis""",,,"Gianotti, Gian ; Baumann, Christoph ; Nager, Franz Xaver u.a.",Altdorf,,Altdorf,UR,CH,x,,x,,na,1995/1996,,,,,1 C,"1995, 1996, 2002"
AC_20046,Mummenschanz,,,"Bosshard, Andres ; Schürch, Beni ; Frassetto, Floriana",Altstätten,,Zürich,SG,CH,www.mummenschanz.com,,KTV,,a,1972-,,,,,2 S,(1971)-
AC_20047,Diva Minerva,,,?,Appenzell,,Appenzell,AI,CH,x,,x,,a,?,,,,,x,x
AC_20048,Theaterposttheater,,,"Schwarz, Kurt u.a.",Appenzell,,Appenzell,AI,CH,x,,x,,na,1993,,,,,16 R <Sammelcouvert>,1993
AC_20049,Duo Full House,,,"Camus, Henry ; Schmutz, Gaby",Ascona <früher: Zürich>,,Zürich: Duo Full House,TI,CH,www.duofullhouse.com,,KTV,,a,?,,,,,1 C,(1999)-(2011)
AC_20050,Obviam Est,Compagnia Obviam Est,choreographisches Theater,"Bartelet, Martin M.",Ascona,,Ascona (provisor. Ablage),TI,CH,www.obviamest.com,,TASI,,a,?,,,,,1 C,(2003)-
AC_20051,Die Freischwimmer,,,"Camardese, Belinda ; De Nadai, Aldo ; Barth, Marianne ; Müller, Marco",Au,,Au,ZH,CH,x,,x,,a,(noch existent?),,,,,x,x
AC_20052,Théâtre des Songes,,,"Bujard, Séverine",Aubonne,,Aubonne,VD,CH,x,,x,,na,?,,,,,11 R <Sammelcouvert>,(1993)-(2003)
AC_20053,Compagnie T2+,Compagnie t deux plus; Cietdeutxplus,,"Egger, Christian ; Carrard, Anne",Avry-Devant-Pont,,Avry-Devant-Pont,FR,CH,www.cietdeuxplus.ch,,x,,a,1998-,,,,,1 R <Sammelcouvert>,(2001)-(2001)
AC_20054,Compagnie Trükk,Cie. trükk,Tanz,"Sommer, Martina ; Talàt, Eveline",Baar,,Baar: Compagnie Trükk,ZG,CH,www.truekk-tanz.ch,,x,,a,2009-,,,,,2 R <Samelcouvert>,(2009)-(2009)
AC_20055,Dirty Hands ,,Breakdance,"Dossenbach, Jan ; Hofmann, Michael ; Dossenbach, mark",Baar,,Baar,ZG,CH,www.dirtyhands.ch,,KTV,,a,?,,,,,x,x
AC_20056,Edelmais,Duo Edelmais,,"Rindlisbacher, René ; Furrer, Sven",Baar,,"Rindlisbacher, René",ZG,CH,www.edelmais.ch,,x,,a,?,,,,,,
AC_20057,Theaterimpuls,,,"Masüger, Giannina ; Körner, Roland ; Weidmann, Markus ; Schmidlin, Brigitte ; Wanzenried, Peter u.a.",Baar,,Baar,ZG,CH,www.theaterimpuls.ch,,x,,a,?,,,,,x,x
AC_20058,taff Theaterproduktion,taff-theaterproduktion,,"Hofmmann, Ute",Bad Ragaz,,Bad Ragaz,SG,CH,www.utehoffmann.net,,KTV,,a,?,,,,,3 R <Sammelcouvert>,(2010)-(2010)
AC_20059,Cabaret Rüeblisaft,,,"Bruggmann, Alfred ; Furrer, Vera",Baden,,Kabarett: Baden,AG,CH,x,,x,,na,1953-1976,,,,,1 C,"(1954)-(1973), (1991)"
AC_20060,Canto battuto,,,"Nievergelt, Eva ; Brunner, Christoph",Baden ,,Baden ,AG,CH,www.cantobattuto.ch,,x,,a,1999-,,,,,1 C,(2005)-(2009)
AC_20061,Claque,Die Claque,,"Keller, Anton ; Lang, Reinhard ; Grädel, Jean u.a.",Baden,,Baden ,AG,CH,x,,x,r,na,1968-1992,,forum claque,,,8 S,1969-(2005)
AC_20062,cloc-o-toc,,,?,Baden,,Baden,AG,CH,x,,x,,na,?,,,,,1 C,1987 / 1991
AC_20063,Comikaze,,,?,Baden,,Baden,AG,CH,x,,x,,na,?,,,,,1 C,1992
AC_20064,Compagnie DOU,Kompanie DOU,,"Buhli, Regina",Baden,,Baden ,AG,CH,x,,x,,a, 2004- (noch existent?),,,,,1 C,2004-(2010)
AC_20065,FitzlaffHaenni,FitziHaenni,,"Fitzlaff, Roland ; Haenni, Ueli",Baden,,Kabarett: Baden ,AG,CH,www.fitzlaffhaenni.ch,,x,,na,1987?-?,,,,,1 C,(1990)-(2012)
AC_20066,Flamencos en Route,,,"Merki, Brigitta Luisa",Baden,,Baden,AG,CH,www.flamencos-enroute.com,,x,r,a,1984-,,,,,1 S,1985-
AC_20067,forum claque,,,"Keller, Anton ; Lang, Reinhard ; Grädel, Jean u.a.",Baden,,Baden: Claque,AG,CH,x,,x,,na,?-1992,,Claque,,,x,x
AC_20068,Giocolieri Accozzati,,,?,Baden,,Baden,AG,CH,x,,x,,na,?,,,,,1 C,1986 / 1993
AC_20069,Gnom Gruppe für Neue Musik Baden,,,"Meier, Philipp ; Gallio, Christoph",Baden,,Baden,AG,CH,www.gnombaden.ch,,x,,a,?,,,,,1 C,1999 / 2004
AC_20070,Hofmann & Sonnenwald,,,"Hofmann, Simona ; Sonnenwald, Annina",Baden,,"Sonnenwald, Annina",AG,CH,xxx,,x,,a,2013?-,,,,,x,x
AC_20071,Jerry Dental Kollekdoof,,,"Blöchlinger, Urs ; Baumann, Christoph",Baden,,Baden,AG,CH,x,,x,,na,1977-1980,,,,,1 C,1977-1980
AC_20072,Kabel Musikvermittlung für junge Ohren,,,"Heer, Regina ; Stibi, Regula",Zürich,,Baden,ZH,CH,www.kabel-musikvermittlung.ch,,x,,na,?,,,,,x,x
AC_20073,Loutop,,contemporary dance nomads,"Wespi, Moni",Zürich ?,,Baden,x,CH,www.loutop.com,,KTV,,a,2007-,,,,,x,x
AC_20074,Mad Donnas,,,"Marx, Minnie ; Moresco, Patrizia",?,,Baden,AG,CH,x,,x,,na,?,,,,,1 C,1992
AC_20075,Nateschwara Dance Company ,,,"Rao, Vijaya ; Tönz-Rao, Anton ; Rao, Sharmila ; Weber, Rosmarie",Baden,,Baden,AG,CH,www.nateschwara.org,,x,,a,1980- (Nateschwara Dance Studio) bzw. 1993- (Nateschwara Dance Company),,,,,1 C,1984-1986 / 1999
AC_20076,Peutertheater Pompoen,,,"Jongerius, Alma",Baden ?,,?,AG,CH,x,,x,,na,1985-2005,,,,,x,x
AC_20077,Rollendes Theater ,,Wandertheater,?,Baden,,Baden,AG,CH,x,,x,,na,?,,,,,1 C,1982-(1984)
AC_20078,Spatz & Co. ,,,"Grädel, Jean ; Friedrich, Lilly",Baden,,Baden,AG,CH,x,,x,,na,1976-?,,,,,1 S,1976-1992
AC_20079,Suriel Tanztheater,,,"Braun, Susanne ; Mollet, Muriel",Baden <früher Wettingen>,,Baden,AG,CH,x,,x,,na,1993-1997,,,,,1 C,1994-(1996)
AC_20080,Teatro Panero ,Kran; Teatro-Circo Kran,,?,Baden,,Baden/Wettingen,AG,CH,www.kran.org,,x,,a,(noch existent?),,,,,1 C,1995-(2000)
AC_20081,Theater Zamt & Zunder,,Kinder- und Jugendtheater,"Roth, Mark ; Saxer, Toni ; Blanc, Carol ; Thürig, Andi",Baden,,Baden: Theater Zamt & Zunder,AG,CH,x,,x,,na,1993-?,,,,,1 C,1993-(2011)
AC_20082,Theater zum Trotz,,,?,Baden ?,,Baden,AG,CH,x,,x,,na,?,,,,,x,x
AC_20083,Zartbitter (Ensemble Zartbitter),,,"Hofmann, Simona ; Bünter, Rebekka",Baden,,Baden,AG,CH,,,x,,a,(noch existent?),,,,,1 R <Sammelcouvert>,2006
AC_20084,Teatro Berepè,,,"Guerra, Bruo ; Aiani, Pietro ; Monizza, Gerardo ; Steiger, Cito ; Thoeni, Giorgio ; Tomasetti, Pierangelo",Banco,,Banco,TI,CH,x,,x,,na,?,,,,,9 R <Sammelcouvert>,(1984)-(1986)
AC_20085,Hof-theater,Verein Hof-Theater,,"Ullmann, Albert",Bäriswil <früher Lyssach;  Bern >,,CH: einz. Regionen: Deutschschweiz,BE,CH,www.hof-theater.ch,,x,,a,?,,,,,x,x
AC_20086,1&ARTig,Theater 1&ARTig,,"Schnetzler, Franziska ; Hälg, Robert",Pratteln,,Basel,BS,CH,x,,x,,a,2004-,,,,,1 C,2004-(2007)
AC_20087,"ABBA jetzt, Basel",,,?,Basel,,Basel,BS,CH,x,,x,,na,2003 u. 2007,,,,,1 C,2003 / 2005
AC_20088,Alienaproduktionen,,,?,Basel,,Basel,BS,CH,x,,x,,na,?,,,,,1 C,2000-(2001)
AC_20089,Almi & Salvi,Almi+Salvi,,"Allmandinger, Patrick, Salvi, Renato",Basel ,,Basel: Scala und Personalia,BS,CH,www.almisalvi.ch,,x,,a,?,,,,,x,x
AC_20090,Anna Röthlisberger Company,,Tanz,"Röthlisberger, Anna",Basel,,"Röthlisberger, Anna",BS,CH,www.röthlisberger.com/company.html,,x,,a,2002?-,,,,,x,x
AC_20091,Atelier Hauert Reichmuth,,,"Reichmuth, Daniel ; Hauert, Sibylle",Basel,,Basel,BS,CH,www.hauert-reichmuth.ch,,x,,a,1999-,,,,,x,x
AC_20092,Basalttheater,,,"Jermann, Joerg ; Läder, Edgar",Basel,,Basel,BS,CH,www.basalttheater.ch,,x,,a,2014-,,,,,1 C,(2015)-
AC_20093,Basel Sinfonietta,Sinfonietta Basel,,x,Basel,,Basel: Basel Sinfonietta,BS,CH,www.baselsinfonietta.ch,,x,,a,1980-,,,,,1 C,1988-
AC_20094,basel youth tap ensemble ,,,x,Basel,,Basel: basel youth ensemble,BS,CH,x,,x,,a,(noch existent?),,,,,1 R <Sammelcouvert>,(2011)-
AC_20095,Basler Ensemble,,,"Talman, Niklaus ; Spori, Luc ; Bertschin, Felix",Basel,,Basel,BS,CH,x,,x,,na,1995-2002,"Orfeo Theater Basel, ",Talman Ensemble,,,1 C,"1995, 1997, 1998, 1999"
AC_20096,Basler Kammer-Ballett,,,x,Basel,,Basel,BS,CH,x,,x,,na,?,,,,,1 C,1945
AC_20097,Basler Madrigalisten,,,x,Basel,,Basel,BS,CH,,,x,,a,1985-,,,,,1 C,1985-(2009)
AC_20098,Basler Regio-Theater,,,x,Basel,,Basel,BS,CH,x,,x,,na,?,,,,,1 C,1990
AC_20099,Broadway-Variété,Schoenauer's Broadway Variété,,"Schoenauer, David",Basel,,Variété/Revue: Basel ,BS,CH,www.broadway-variete.ch,,x,,a,?,,,,,2 C,(1990)-
AC_20100,Broccoli,Regio-Theater Broccoli,,?,Basel,,Basel: Regio-Theater Broccoli,BS,CH,x,,x,,na,?,,,,,1 C,1990
AC_20101,Bühne für Kunst und Kommunikation,,,"von Euw, Regula u.a.",Basel ?,,Basel,BS,CH,x,,x,,a,(noch existent?),,,,,1 C,2002 / 2003
AC_20102,Bufo Makmal,, Tanz,"Onori, Clea ; Kennedy, Margarita ; Gyssler, Zoe ; Fischer, Stefanie",Basel,,Basel,BS,CH,www.bufomakmal.ch,,x,,a,2013-,,,,,1 C,(2014)-
AC_20103,Brot und Salz,,,"Hausammann-Gilardi, Marco ; Lechmann, Nicole ; Lüdi, Dominique ; Aklin, Nic",Basel,,Basel,BS,CH,x,,x,,a,?,,,,,1 R <Sammelcouvert>,(2011)-
AC_20104,Cabaret Chirsipfäffer,,,"Suter, Helen ; Jäggi, Max ; Baumgartner, Bernhard",Basel,,Kabarett: Basel,BS,CH,x,,x,,na,?,,,,,1 C,(1966)-(1972)
AC_20105,Cabaret Gigampfi,,,"Rasser, Roland",Basel,,Kabarett: Basel,BS,CH,x,,x,,na,?,,,,,1 C,(1955)-(1961)
AC_20106,Cabaret Kaktus,,,"Rasser, Alfred ; Rasser, Roland ; Lanski, Rolf",Basel,,Kabarett: Basel,BS,CH,x,,x,,na,1943-?,,,,,1 C,(1944)-(1990)
AC_20107,Cabaret Kikeriki,,,"Keiser, César ; Wollenberger, Werner",Basel,,Kabarett: Basel,BS,CH,x,,x,,na,1946-1951,,,,,1 C,(1949)-(1953)
AC_20108,Cabaret Local,,,"Burkhalter, Paul",Basel,,Kabarett: Basel,BS,CH,x,,x,,na,?,,,,,1 C,(1986)-(1989)
AC_20109,Cabaret Stirbelwurm,,,"Jäggi, Ueli ; Bot, Denise ; Betschart, Hans-Jörg ; Dirschl, Christian",Basel,,Kabarett: Basel: Cabaret Stirbelwurm,BS,CH,x,,x,,na,?,,,,,1 C,(1975)-(1977)
AC_20110,Cabaret Zwieback,,,"Back, Markus ; Back, Peter ; Back, Gabi",Basel,,Kabarett: Basel: Diverse,BS,CH,www.cabaret-zwieback.ch,,x,,a,,,,,,4 R <Sammelcouvert>,"(1997), 2002, 2003, 2011"
AC_20111,Cantate Basel,Cantate Basel Kammerchor; Cantate Basel Konzertchor; Cantate-Chor,,x,Basel,,Basel,BS,CH,www.cantatebasel.ch,,x,,a,?,,,,,1 C,1972 / 1996 / 2003 / 2007
AC_20112,Capriccio Barockorchester,,,x,Basel,,Basel,BS,CH,www.capriccio-barock.ch,,x,,a,2002-?,,,,,1 C,2002-(2008)
AC_20113,CapriConnection,Capri Connection,,"Mahler, Anna.Sophie ; Abelein, Susanne ; Douglas, Thomas ; Brüderlin, Boris",Basel,,Basel,BS,CH,https://capriconnection.ch,,x,,a,2005-,,,,,1 C,(2007)-
AC_20114,Cathy Sharp Dance Ensemble,,,"Sharp, Cathy",Basel,,"Sharp, Cathy",BS,CH,www.sharp-dance.com,,x,,a,1991-,,,,,,
AC_20115,Chrutt & Stil ,Chrut & Stil,Kabarett,"Mangold, Martin ; Schultheiss, Christoph",Basel,,Kabarett: Basel: Diverse,BS,CH,x,,x,,na,x,,,,,1 R <Sammelcouvert>,(2003)-
AC_20116,Circularte,Compagnie Cirularte,,"Montello, Flavia ; Hallepape, Ursula",Basel,,Basel,BS,CH,x,,x,,a,(noch existent?),,,,,3 R <Sammelcouvert>,(2002)-(2002)
AC_20117,Collegium Musicum Basel,,,x,Basel,,Basel,BS,CH,www.collegiummusicumbasel.ch,,x,,a,1951-,,,,,1 C,1942 / 1943 / 1955 / 1957 / 2010 /  2013
AC_20118,Comödine fragile,,,"Zehnder, Christian ; Suter, Roland",Basel,,Basel,BS,CH,x,,x,,na,1984-1996,,,,,1 C,1988-(1995)
AC_20119,Compagnia Klupper ,,,"Vodusek, Kristin",Basel,,Frauenfeld: Vorstadt-Theater,BS,CH,x,,x,,a,(noch existent?),,,,,x,x
AC_20120,Compagnie Morespace,,,"Casanovas, Michel ; Röthlisberger, Anna ; Zwiauer, Helena ; Tepal, Eric",Basel,,Basel: Compagnie Morespace,BS,CH,x,,x,,a,1997- (noch existent?),,,,,1 C,1997-(2007)
AC_20121,Compagnie Treff,,,"Dani, Zoltàn",Basel,,Basel: Compagnie Treff,BS,CH,x,,x,,a,2001- (noch existent?),,,,,1 C,2001-(2005)
AC_20122,Copyright by Fran D. Lee ,,,"Blättler, Cornelia ; Wiesner, Anette",Basel; Birsfelden,,Basel,BS,CH,x,,x,,a,(noch existent?),,,,,2 R <Sammelcouvert>,(2002)-(2002)
AC_20123,Creative Lines,,,"Blaser, Herbert ;  Fliegel, Peter Hilton ; Mazzoni, Primo ; Gutzwiller, Stefan u.a.",Basel,,Basel,BS,CH,x,,x,,na,1992-,,,,,1 C,1995 / 1996
AC_20124,Crossroad Company,,,?,Basel,,Basel,BS,CH,x,,x,,a,(noch existent?),,,,,1 C,2005 / 2006
AC_20125,Cuckoos,,,"Neuenschwander, Michael",Basel,,Basel,BS,CH,x,,x,,a,?,,,,,1 C,2009
AC_20126,Da Vinci Orchestra,Da Vinci Symphonic Orchestra - Camerata da Vinci,,x,Basel ?,,Basel,BS,CH,www.davinciorchestra.ch,,x,,a,2012-,,,,,1 C,(2016)-
AC_20127,Dani & Ensemble,,,"Von Wattenwyl, Dani",Basel,,Basel: Häbse-Theater>,BS,CH,www.haebse-theater.ch,,x,,a,?,,,,,x,x
AC_20128,darum Theater,Theater darum,,"Müller, Eva",Basel,,Basel,BS,CH,x,,x,,a,?,,,,,1 C,1992 / 1994 / 1997 / 1999 / 2001 / 2002
AC_20129,Das Hellraumprojekt,,,"Bolt, Marc ; Conzelmann, Maya ; Debrunner, Daphne ; Eichkorn, Sedrik ; Flückiger, Silvan ; Jenö, Nina ; Koechlin, Tim ; Kornfeld, Salomé ; Stalder, Iris ; Vogel, Cédric",Basel,,Basel: Das Hellraumprojekt,BS,CH,x,,x,,a,?,,,,,2 R <Sammelcouvert>,"(2005), (2008)"
AC_20130,Das kleine Freudenhaus,,,"leVice, Albert",Basel,,Basel: Das kleine Freudenhaus,BS,CH,www.daskleinefreudenhaus.ch,,x,,a,?,,,,,1 C,1991
AC_20131,Das Schiefe Theater,,,"Thommy, Dominique ; leVice, Albert ; Thommy-Kneschaurek, Monica",Basel,,Basel: Das Schiefe Theater,BS,CH,x,,x,,na,1968-1975,,,,,1 C,1968-1975
AC_20132,Die Impronauten,,,x,Basel,,Basel: Die Impronauten,BS,CH,www.impronauten.ch,,x,,a,2003-,,,,,1 C,2005-
AC_20133,Die Klippe,,,?,Basel,,Basel: Die Klippe,BS,CH,x,,x,,na,?,,,,,2 R <Sammelcouvert>,(1982)-(1982)
AC_20134,Die Schwelle,,Theaterstudio,"Schmied, Jürg",Basel,,Basel: Die Schwelle,BS,CH,x,,x,,na,1996-1998,,,,,1 C,1996-1998
AC_20135,Die Spieldose,,Variété,"Schoenauer, David",Basel ?,,Variété/Revue: Basel,BS,CH,x,,x,,na,?,,,,,1 C,(1987)-(1990)
AC_20136,Die Wiederkäuer,,,"Berger, Wolfram ; Jäggi, Ueli ; Kienberger, Jürg",Basel,,Kabarett: Basel: Die Wiederkäuer,BS,CH,x,,x,,na,?,,,,,1 C,"(1994)-(1997), (2014)"
AC_20137,Duo Bachmann & Bardelli,Bachmann&Bardelli,,"Bachmann, Raphael ; Bardelli, Patrick",Basel,,"Bachmann, Raphael",BS,CH,x,,x,,a,?,,,,,x,x
AC_20138,Duo Stimmhorn,,,"Streiff, Balthasar ; Zehnder, Christian",Basel,,Basel,BS,CH,x,,x,,na,1997-?,,,,,1 C,1997-(2008)
AC_20139,Duo Don Chaote,DonChaote,,"Allmandinger, Patrick ; Salvi, Renato",Basel,,Kabarett: Basel,BS,CH,x,,x,,na,,,,,,1 C,(1993)-(1994)
AC_20140,éclat,Theater éclat,Choreografisches Theater ,"Weder, Iris ; Minella, Philippe ; Barraud, Vincent ; Clairet, Laurent",Biel <früher: Basel>,,Basel,BS,CH,www.eclat-theater.ch,,x,,a,(noch existent?),,,,,1 C,"1998, 2006"
AC_20141,EdV Ende der Vorstellung,,Kollektiv,"Andereggen, Ariane u.a.",Basel,,Basel: EdV,BS,CH,x,,x,,na,?,,,,,1 C,(2006)-(2006)
AC_20142,Ensemble Parole,,,"Kindler, Eylon u.a.",Basel,,Basel: Ensemble Parole,BS,CH,x,,x,,na,1999-?,,,,,1 C,(2000)-(2004)
